ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0005096,GTPase activator activity,11/761,23/1862,0.47826087,1.170199394,0.682657584,0.316274499,0.745482947,0.657285909,P55010/Q9H6Z4/P46060/Q07960/P49792/Q8N6T3/P52565/P05412/Q9P2J5/P46940/Q14C86,11
MF,GO:0140101,"catalytic activity, acting on a tRNA",17/761,37/1862,0.459459459,1.12419647,0.634235482,0.318278409,0.745482947,0.657285909,Q8TEA8/P41250/P49588/Q8N1G4/P54577/P26640/Q9Y606/P07814/P41252/Q9Y285/P14868/Q9NSE4/Q9NSD9/P47897/Q9P2J5/P12081/Q15046,17
MF,GO:0000049,tRNA binding,14/761,30/1862,0.466666667,1.141830924,0.650939583,0.318582456,0.745482947,0.657285909,Q8TEA8/P49588/Q9BY44/P54577/O43592/Q9Y606/P41252/Q92552/Q9Y285/Q9NSE4/Q99714/P18077/O60841/Q15046,14
MF,GO:0022853,active monoatomic ion transmembrane transporter activity,14/761,30/1862,0.466666667,1.141830924,0.650939583,0.318582456,0.745482947,0.657285909,P31930/P07919/P06576/P20674/P05023/P08195/Q9Y6M9/P28331/Q9ULF5/Q15043/O95202/Q9Y6M7/Q15526/O95139,14
BP,GO:0006414,translational elongation,14/748,26/1817,0.538461538,1.308000823,1.322850074,0.131230448,0.750559814,0.71913873,Q9BRX2/P49588/Q05639/Q14694/P05387/P13639/Q92616/P63244/P29692/Q9GZS3/Q6Y7W6/P26641/Q8N3C0/Q9Y450,14
BP,GO:0071478,cellular response to radiation,14/748,26/1817,0.538461538,1.308000823,1.322850074,0.131230448,0.750559814,0.71913873,P12956/P09874/Q92889/P13010/Q9NXR7/Q15054/Q13620/Q9C0C2/P29692/O75844/P12004/P06748/Q9Y230/Q16531,14
BP,GO:0071900,regulation of protein serine/threonine kinase activity,14/748,26/1817,0.538461538,1.308000823,1.322850074,0.131230448,0.750559814,0.71913873,O00410/P14174/P42771/Q9Y5V3/O95373/P36507/Q9P287/P31689/O00571/O75367/P06213/P09936/P09211/Q9UHD1,14
MF,GO:0016796,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",7/761,14/1862,0.5,1.223390276,0.697347349,0.331322553,0.753170817,0.664064238,Q15024/A5YKK6/P39748/Q8IV08/Q9BQP7/Q9Y2L1/P49959,7
MF,GO:0019210,kinase inhibitor activity,7/761,14/1862,0.5,1.223390276,0.697347349,0.331322553,0.753170817,0.664064238,P42771/Q96B36/P63244/O75367/P60983/P47897/P06748,7
MF,GO:0030545,signaling receptor regulator activity,7/761,14/1862,0.5,1.223390276,0.697347349,0.331322553,0.753170817,0.664064238,P46379/P11142/P14174/O95399/Q99497/P60983/P53621,7
MF,GO:0030546,signaling receptor activator activity,7/761,14/1862,0.5,1.223390276,0.697347349,0.331322553,0.753170817,0.664064238,P46379/P11142/P14174/O95399/Q99497/P60983/P53621,7
MF,GO:0046914,transition metal ion binding,43/761,99/1862,0.434343434,1.062743068,0.53324777,0.332596799,0.753170817,0.664064238,Q16629/P02768/P09874/P49588/P43243/P09960/Q12874/O15164/Q99497/Q7Z6E9/Q92900/Q13263/P04179/P09884/P07814/O95071/Q99536/P55786/Q9P0J7/Q9NQH7/P39748/P28838/Q00796/O15460/O76031/P00441/Q96EP0/Q14974/Q99798/P51003/O60220/O75164/P00918/Q96KR1/Q96NC0/Q9UHD1/Q9NQW7/Q04760/Q96F44/P49959/P78317/Q92794/Q9GZZ9,43
BP,GO:0007093,mitotic cell cycle checkpoint signaling,19/748,37/1817,0.513513514,1.247398468,1.271474736,0.135306282,0.769278445,0.737073732,Q9UN37/O95229/Q92878/O43684/P12270/Q9Y6G9/Q9NXR7/Q13564/Q9BTA9/Q9BQ15/Q9NYP3/Q96SN8/Q6Y7W6/Q9HAW4/Q9Y6D9/P14635/Q13123/P49959/Q14676,19
BP,GO:0051259,protein complex oligomerization,19/748,37/1817,0.513513514,1.247398468,1.271474736,0.135306282,0.769278445,0.737073732,Q9Y5K6/P35637/Q8WUM4/Q6UUV7/P34897/P31153/P14174/Q15758/P04179/P00492/O43809/P23921/Q9UI08/O95202/Q9Y285/P38159/Q9NSD9/Q99873/Q99714,19
BP,GO:1901652,response to peptide,53/748,114/1817,0.464912281,1.129339056,1.192874233,0.136955652,0.770311488,0.738063529,Q08211/P98170/P08670/P10809/Q00839/P49327/P08238/Q16629/P06576/P06396/Q13158/P04406/P12270/P13010/P07237/P34897/P31153/P31948/P54727/P11021/O43524/P39656/O75369/P61086/Q14694/P31939/Q92900/Q9H4A3/Q92945/Q6PD62/P07814/P10155/Q04206/P19623/Q96EY1/Q9UKG1/P84103/P38159/Q14166/O43148/Q01813/Q9NYF8/Q9BRA2/Q6Y7W6/Q8ND56/Q9HB71/P25208/P09211/Q07820/P39023/Q6P2Q9/O43707/P02786,53
BP,GO:0006754,ATP biosynthetic process,13/748,24/1817,0.541666667,1.315786542,1.302353741,0.137316195,0.770311488,0.738063529,P36542/P06576/P06733/P09874/P55072/P31040/P25705/Q9Y6M9/P28331/O75964/P30049/P24539/O95139,13
BP,GO:0009100,glycoprotein metabolic process,13/748,24/1817,0.541666667,1.315786542,1.302353741,0.137316195,0.770311488,0.738063529,Q14697/P39656/P04843/Q9BS26/O60502/P14314/P61165/O95394/Q06210/Q92542/Q13724/O15294/Q9NYU2,13
BP,GO:1902749,regulation of cell cycle G2/M phase transition,13/748,24/1817,0.541666667,1.315786542,1.302353741,0.137316195,0.770311488,0.738063529,Q9UN37/Q92878/Q9NXR7/Q13564/Q9BQ15/P23921/O75367/Q96BK5/Q9NYP3/Q9HAW4/P06748/P14635/P49959,13
BP,GO:0051130,positive regulation of cellular component organization,72/748,158/1817,0.455696203,1.106951872,1.176558723,0.137498188,0.770311488,0.738063529,P49368/Q14157/Q86VP6/P21333/O95347/O15144/Q8WUM4/Q9UEY8/P06396/Q14444/P07737/Q92878/Q9NTJ3/P22059/P12270/P11142/Q15691/P22626/P61978/Q14103/P55072/P50991/Q9Y613/Q13283/Q8NCA5/Q99497/Q14204/Q9H4A3/Q13263/Q09666/Q9UHD8/Q7Z570/Q9P270/Q9BQ15/Q9BVK6/Q9P2R3/Q9BXS6/A5YKK6/P39748/P36507/P00441/Q9UI08/O00571/Q99832/Q4VCS5/P63244/Q16643/O75367/P48643/P78371/Q9UKG1/Q15021/Q12907/P50990/P06213/Q15185/Q14008/P40227/Q96SN8/Q9NX58/P07900/Q9BR76/Q04637/Q9Y230/Q9Y6D9/Q9Y295/Q14247/O75083/Q15003/P49959/Q9Y265/P02786,72
BP,GO:0031347,regulation of defense response,39/748,82/1817,0.475609756,1.155324768,1.20369864,0.138225669,0.772129394,0.739805331,Q08211/O00410/P98170/Q15233/P10809/P12956/P09874/P43243/Q13158/P11142/P13010/P61086/Q99497/P60900/P23246/Q15366/Q04206/Q96PK6/P00441/O00571/Q9BY67/P25786/Q96EY1/Q9UKG1/Q96EP0/Q14166/P62258/O75844/Q9NX58/Q6Y7W6/P07900/Q8ND56/P51114/P09211/P39019/O75531/Q96F44/Q15046/O15294,39
MF,GO:0140098,"catalytic activity, acting on RNA",37/761,85/1862,0.435294118,1.065069181,0.510402682,0.343624782,0.773155759,0.681684789,Q08211/Q92841/Q8TEA8/P41250/P60842/P49588/Q15024/Q8N1G4/P54577/P26640/Q13283/Q92900/Q9Y606/P07814/A5YKK6/P39748/Q13838/O00571/Q7L2E3/P41252/Q9Y285/P17844/P14868/Q9NSE4/O43148/Q9NSD9/Q9Y2L1/O75643/P47897/Q9P2J5/P12081/Q9Y3I0/Q7L014/Q9UK59/Q9NR30/Q15046/P22087,37
MF,GO:0000287,magnesium ion binding,21/761,47/1862,0.446808511,1.093242374,0.538140643,0.346462916,0.774576329,0.682937294,Q9H773/P06733/P14618/Q9UHY7/P36871/P29401/P50213/Q8NB49/P00492/P39748/Q9Y285/Q9NSD9/Q96G03/P36405/P62826/P51003/Q15181/Q15418/O95394/Q9NX46/P11388,21
BP,GO:0031667,response to nutrient levels,31/748,64/1817,0.484375,1.176616811,1.20295931,0.141591934,0.775267421,0.742811989,Q9NR31/Q00059/P35520/P02768/Q01130/P11142/P31153/P04040/Q9BY44/P11021/O43524/P54577/P35573/O15164/P04179/Q8NDV7/Q15149/P24752/Q04206/P11413/Q15853/Q92616/P55735/Q99873/Q9P2J5/O75164/Q04637/Q6PKG0/P18847/O15294/P02786,31
BP,GO:0051054,positive regulation of DNA metabolic process,31/748,64/1817,0.484375,1.176616811,1.20295931,0.141591934,0.775267421,0.742811989,P49368/Q08211/P35637/P09874/Q92878/P22626/Q9NXR7/Q14103/P50991/Q8IWD4/Q13263/Q9HAF1/P07954/Q8WVB6/P35249/Q9BQ15/Q99832/P48643/P78371/O94782/P50990/Q99873/Q15185/P40227/P20248/P07900/P12004/Q9Y230/P49959/Q9Y265/P02786,31
BP,GO:0043086,negative regulation of catalytic activity,27/748,55/1817,0.490909091,1.192489062,1.212283842,0.141712371,0.775267421,0.742811989,O00410/Q86VP6/P98170/P50454/Q00839/Q9NR09/P04406/P42771/Q9H4A3/P46777/O95373/P31689/Q96B36/O00571/O75367/Q96EY1/P35237/P62913/P62937/P47897/P09936/P06748/P09211/Q9UHD1/O75531/Q9UBK8/P62081,27
BP,GO:0010038,response to metal ion,18/748,35/1817,0.514285714,1.249274255,1.245309978,0.14202446,0.775267421,0.742811989,P09874/P14625/P11142/P09960/P04040/Q14103/Q99497/P50995/P04179/P53041/P11413/P30049/O94979/Q9NQX3/P12004/P46940/Q92542/P02786,18
BP,GO:0016052,carbohydrate catabolic process,18/748,35/1817,0.514285714,1.249274255,1.245309978,0.14202446,0.775267421,0.742811989,P17858/P06733/Q14376/P04406/P60174/P14618/P56537/P36871/P35573/P00338/Q00796/P00558/Q01813/P06213/Q96G03/P09936/P09972/O15294,18
BP,GO:0042326,negative regulation of phosphorylation,18/748,35/1817,0.514285714,1.249274255,1.245309978,0.14202446,0.775267421,0.742811989,O00410/Q00839/Q99497/P42771/O95373/P31689/Q96B36/P63244/O75367/Q8IXB1/Q96EY1/P62937/P47897/P09936/P06748/P09211/Q9UHD1/Q04637,18
BP,GO:0061014,positive regulation of mRNA catabolic process,18/748,35/1817,0.514285714,1.249274255,1.245309978,0.14202446,0.775267421,0.742811989,Q08211/Q96PU8/Q00839/Q86TB9/Q14444/Q9NZI8/Q14103/O15116/O75534/Q92900/Q92945/P11940/Q8NDV7/Q9C0C2/A5YKK6/Q9Y2L1/Q6Y7W6/P51114,18
BP,GO:0170033,L-amino acid metabolic process,18/748,35/1817,0.514285714,1.249274255,1.245309978,0.14202446,0.775267421,0.742811989,P35520/O43175/Q9UHY7/P54886/Q9Y617/P07237/P34897/Q99497/O15067/P11586/Q8TD30/Q6YP21/Q06203/P25325/Q06210/P52788/Q9UBK8/P00505,18
BP,GO:0031348,negative regulation of defense response,12/748,22/1817,0.545454545,1.324987846,1.282525776,0.143680285,0.775468806,0.743004943,P09874/Q15366/P00441/P25786/Q96EY1/Q14166/Q9NX58/Q6Y7W6/P51114/P09211/P39019/O75531,12
BP,GO:0034101,erythrocyte homeostasis,12/748,22/1817,0.545454545,1.324987846,1.282525776,0.143680285,0.775468806,0.743004943,Q06830/P38646/O43524/Q15758/Q6NXT1/O95758/Q9UKV3/P11413/Q99873/Q9NX58/P39019/Q9GZZ9,12
BP,GO:1901874,negative regulation of post-translational protein modification,12/748,22/1817,0.545454545,1.324987846,1.282525776,0.143680285,0.775468806,0.743004943,Q99497/P42771/Q9H4A3/P46777/P26368/Q04206/P31689/Q96BK5/P62913/P62937/O15294/P62081,12
BP,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,12/748,22/1817,0.545454545,1.324987846,1.282525776,0.143680285,0.775468806,0.743004943,Q99497/P42771/Q9H4A3/P46777/P26368/Q04206/P31689/Q96BK5/P62913/P62937/O15294/P62081,12
BP,GO:0006417,regulation of translation,55/748,119/1817,0.462184874,1.122713791,1.158024854,0.144231549,0.775945394,0.743461579,Q08211/P55010/Q96PU8/Q00839/Q9BRX2/Q14444/P49588/P04406/P14618/Q9NZI8/P56537/P12270/P34897/Q9BY44/P31483/Q14103/Q12931/O43524/Q96KC8/O75534/Q92900/P27635/P46777/P11940/Q8NC51/Q8NDV7/P07814/P13639/P53582/A5YKK6/Q92616/O00571/P63244/Q92552/Q9Y6E2/O43432/Q99873/Q13428/P55884/Q9Y5S9/Q15418/Q6Y7W6/Q8ND56/Q9UQ80/P06748/P51114/Q04637/Q12906/Q6PKG0/Q9Y450/P82979/P62701/P98179/O60841/O15294,55
BP,GO:0048869,cellular developmental process,179/748,411/1817,0.435523114,1.057948528,1.116838884,0.144578552,0.775945394,0.743461579,Q15154/Q08211/P50402/Q7Z5L9/Q86VP6/Q9Y5K6/Q92841/Q96PU8/P50454/P08670/Q674X7/P21333/P46379/P12956/Q00839/P62805/P49327/P08238/P06576/Q13045/Q5JSZ5/Q9BRX2/P09874/P37802/O43175/P38646/Q14444/Q13158/Q9NZI8/P61201/P56537/Q15904/P55209/P13010/P09960/P04040/O14745/P27816/Q92688/Q9NS18/Q14103/Q96T58/O15116/P18206/O43524/P61247/O75369/Q15758/P42771/Q16836/Q9Y520/Q07955/Q9H4A3/Q00610/Q86V81/Q13263/P04179/Q6PD62/Q9HAF1/Q13620/Q13895/P35579/O95373/Q7Z570/Q6NXT1/Q9BSJ2/Q9ULF5/P13639/O95758/P21796/Q15149/Q9BXP5/P51659/Q9UJU6/Q15043/P16152/P00492/Q9Y277/Q9UKV3/Q04206/P11413/A5YKK6/Q96HC4/O43809/P36507/O76021/P00558/Q9P287/Q06546/Q8IV08/P00441/Q9UI08/Q8IWI9/O00571/Q8N7H5/Q4VCS5/P07437/P41252/Q16643/Q15019/O75367/Q9BY67/P17844/Q9HBH5/O43432/Q9H7S9/Q96EY1/Q5T5Y3/P26599/O95573/P62937/P38159/Q99873/Q6QNY1/Q9Y6M7/Q9NVM4/Q13428/P62258/Q8N8S7/Q9Y3F4/Q99426/O75844/O75643/Q96F45/Q13247/P32119/P36405/A0AVT1/P62826/Q96SN8/P35221/Q9NX58/Q13310/P29966/P09622/Q9H4B7/Q9GZS3/O75164/Q15418/Q6Y7W6/P07900/P12004/P09936/P46940/Q02252/P36873/Q9UQ80/O95394/P07602/P51114/Q13740/Q92542/Q9UN36/Q04637/Q02790/O14617/Q07820/P39019/P11047/P18847/Q9UDY2/Q9NR30/P09972/Q14247/O75083/Q04760/Q96F44/O15294/Q7KZ85/P22492/O43707/P30153/P02786/P62081/Q92794/P22087/Q16531/P11388/Q9GZZ9,179
MF,GO:0005178,integrin binding,6/761,12/1862,0.5,1.223390276,0.645269115,0.357706505,0.778241745,0.68616906,P07237/Q9Y490/P35579/Q9Y2I1/P62937/O43707,6
MF,GO:0072341,modified amino acid binding,6/761,12/1862,0.5,1.223390276,0.645269115,0.357706505,0.778241745,0.68616906,P49327/P35520/P11142/Q9Y490/P50995/Q9UKG1,6
MF,GO:1990841,promoter-specific chromatin binding,6/761,12/1862,0.5,1.223390276,0.645269115,0.357706505,0.778241745,0.68616906,Q08211/Q00839/Q92889/Q13263/O75367/P17844,6
MF,GO:0046982,protein heterodimerization activity,23/761,52/1862,0.442307692,1.082229859,0.499877729,0.358041577,0.778241745,0.68616906,P62805/Q9UBE0/P07237/O00268/Q15102/P05023/Q13564/P08195/Q92530/P30626/Q9UQE7/Q15853/O75367/Q13428/P62258/P62826/O95292/P25208/P51114/Q07820/P18847/P30153/P11388,23
MF,GO:0004518,nuclease activity,12/761,26/1862,0.461538462,1.129283332,0.551778439,0.359188498,0.778241745,0.68616906,Q92889/Q92878/Q15024/Q13283/A5YKK6/P39748/Q8IV08/Q9BQP7/Q9Y2L1/Q15631/Q9UK59/P49959,12
BP,GO:0010638,positive regulation of organelle organization,51/748,110/1817,0.463636364,1.126239669,1.142339776,0.14862035,0.787468373,0.754502166,P49368/Q14157/P21333/O95347/O15144/Q8WUM4/Q9UEY8/P06396/Q14444/P07737/Q92878/Q9NTJ3/P22059/P12270/Q15691/P22626/Q14103/P50991/Q9Y613/Q13283/Q14204/Q13263/Q9UHD8/Q9P270/Q9BQ15/Q9BVK6/Q9BXS6/A5YKK6/P39748/Q9UI08/Q99832/Q4VCS5/O75367/P48643/P78371/Q15021/P50990/P06213/Q15185/Q14008/P40227/Q96SN8/P07900/Q9Y230/Q9Y6D9/Q9Y295/Q14247/O75083/Q15003/P49959/Q9Y265,51
BP,GO:0031397,negative regulation of protein ubiquitination,11/748,20/1817,0.55,1.336029412,1.263682931,0.150318951,0.787468373,0.754502166,Q99497/P42771/Q9H4A3/P46777/P26368/P31689/Q96BK5/P62913/P62937/O15294/P62081,11
BP,GO:0032943,mononuclear cell proliferation,11/748,20/1817,0.55,1.336029412,1.263682931,0.150318951,0.787468373,0.754502166,P10809/Q13158/P14174/P42771/Q9ULF5/P00492/Q96EY1/P32119/Q92542/Q9Y6D9/P02786,11
BP,GO:0046651,lymphocyte proliferation,11/748,20/1817,0.55,1.336029412,1.263682931,0.150318951,0.787468373,0.754502166,P10809/Q13158/P14174/P42771/Q9ULF5/P00492/Q96EY1/P32119/Q92542/Q9Y6D9/P02786,11
BP,GO:0090316,positive regulation of intracellular protein transport,11/748,20/1817,0.55,1.336029412,1.263682931,0.150318951,0.787468373,0.754502166,Q15154/P50402/O00410/P21333/P12270/Q92688/Q13263/O95071/P62258/P62826/P07900,11
BP,GO:0010563,negative regulation of phosphorus metabolic process,21/748,42/1817,0.5,1.214572193,1.176572718,0.154307842,0.787468373,0.754502166,O00410/Q00839/P09874/Q99497/P42771/O95373/P31689/Q96B36/P63244/O75367/Q8IXB1/Q96EY1/P62937/Q9Y303/P47897/P09936/P46940/P06748/P09211/Q9UHD1/Q04637,21
BP,GO:0045936,negative regulation of phosphate metabolic process,21/748,42/1817,0.5,1.214572193,1.176572718,0.154307842,0.787468373,0.754502166,O00410/Q00839/P09874/Q99497/P42771/O95373/P31689/Q96B36/P63244/O75367/Q8IXB1/Q96EY1/P62937/Q9Y303/P47897/P09936/P46940/P06748/P09211/Q9UHD1/Q04637,21
BP,GO:0007049,cell cycle,126/748,286/1817,0.440559441,1.070182491,1.08129469,0.154795927,0.787468373,0.754502166,Q15154/Q9UN37/O00410/Q03188/P98170/P21333/P46379/Q9UPT5/Q01082/Q00839/P08238/Q9NR09/O95347/Q8WUM4/O95229/O43175/O75400/Q92889/Q92878/Q9NTJ3/O43684/P12270/P11142/Q9Y6G9/Q15691/Q9NXR7/O14745/Q8WVK7/P27816/P55072/O94966/P25205/P42771/Q92900/Q13564/Q14204/Q9H4A3/Q14566/P50995/Q00610/Q8N3U4/P09884/Q9HAF1/Q13620/Q06323/Q9UHD8/P35579/Q02224/O95373/P61289/Q9BSJ2/Q9BTA9/P53041/Q15149/Q9BQ15/O75717/Q9BXS6/P39748/P23921/Q96PK6/Q9UQE7/Q9P287/O00571/Q8N7H5/P63244/P07437/Q15019/O75367/Q96BK5/Q9H7S9/P05412/Q9UKG1/Q15021/Q9NYP3/Q14166/Q14974/Q15257/P62258/P06213/Q9UNM6/O75844/Q96F45/Q14008/P20248/P36405/Q9H6D7/P62826/Q96SN8/Q9NRG9/Q9H4B7/P46013/Q6Y7W6/Q8ND56/P12004/Q9HAW4/O75496/Q9Y266/P46940/P36873/Q16763/Q9Y6A5/P06748/Q96JM3/Q9UHD1/Q04637/Q8IUI8/Q9Y230/Q9Y6D9/Q9Y295/Q8WYP5/Q9GZL7/Q9UL46/P14635/O60232/Q13123/P68371/O75531/Q15003/P49959/Q9Y265/P30153/P53675/P78317/Q14676/Q16531/P11388,126
BP,GO:0046390,ribose phosphate biosynthetic process,25/748,51/1817,0.490196078,1.190757051,1.1555539,0.155887025,0.787468373,0.754502166,O43252/P22102/P36542/P06576/P06733/P09874/P55072/P31939/O15067/P31040/P25705/P11586/Q9Y6M9/Q9BZX2/P28331/O75964/P07741/P00492/P11413/P30049/Q06203/P24539/Q01432/O95139/P22234,25
BP,GO:0006275,regulation of DNA replication,16/748,31/1817,0.516129032,1.253751941,1.191706643,0.156732425,0.787468373,0.754502166,Q08211/P25205/Q7Z6E9/Q14566/Q9HAF1/Q8WVB6/P33992/P35249/Q9UQE7/P31949/O75844/P20248/P12004/O75496/Q9Y230/Q9Y265,16
BP,GO:0019221,cytokine-mediated signaling pathway,16/748,31/1817,0.516129032,1.253751941,1.191706643,0.156732425,0.787468373,0.754502166,P98170/Q13158/P07237/O43524/P61086/Q9H4A3/Q6PD62/Q04206/Q96EY1/Q9UKG1/Q14166/Q9BRA2/Q6Y7W6/Q8ND56/P09211/O43707,16
BP,GO:0050792,regulation of viral process,16/748,31/1817,0.516129032,1.253751941,1.191706643,0.156732425,0.787468373,0.754502166,Q08211/Q9UN37/P06396/P07237/Q13263/P11940/O00571/P17844/P62937/O95292/Q12906/Q6PKG0/O75531/Q96F44/Q16531/P11388,16
BP,GO:0006874,intracellular calcium ion homeostasis,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,P21333/P14625/Q01970/Q16891/P30626/O95202/P62258/Q8IWX8/O95292/O60610,10
BP,GO:0008584,male gonad development,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,Q9Y5K6/P21333/O75534/P20042/Q13162/P49321/P51659/P23921/P06213/P35221,10
BP,GO:0008652,amino acid biosynthetic process,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,P35520/O43175/Q9UHY7/P54886/Q9Y617/P34897/Q99497/P11586/Q9UBK8/P00505,10
BP,GO:0030902,hindbrain development,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,P22102/P21333/P35520/P49588/P11142/Q14103/P11021/P31939/Q92542/O75882,10
BP,GO:0034109,homotypic cell-cell adhesion,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,P21333/P18206/Q9Y490/P35579/P53582/Q9H7S9/P62937/Q9H4B7/Q9H3N1/Q9UDY2,10
BP,GO:0043467,regulation of generation of precursor metabolites and energy,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,P56537/P34897/Q12931/P55072/Q99497/O75367/P06213/P09936/P14635/O15294,10
BP,GO:0046546,development of primary male sexual characteristics,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,Q9Y5K6/P21333/O75534/P20042/Q13162/P49321/P51659/P23921/P06213/P35221,10
BP,GO:0051262,protein tetramerization,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,Q6UUV7/P34897/P04179/P00492/O43809/P23921/Q9UI08/Q9Y285/Q9NSD9/Q99714,10
BP,GO:0170034,L-amino acid biosynthetic process,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,P35520/O43175/Q9UHY7/P54886/Q9Y617/P34897/Q99497/P11586/Q9UBK8/P00505,10
BP,GO:1901607,alpha-amino acid biosynthetic process,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,P35520/O43175/Q9UHY7/P54886/Q9Y617/P34897/Q99497/P11586/Q9UBK8/P00505,10
BP,GO:1902750,negative regulation of cell cycle G2/M phase transition,10/748,18/1817,0.555555556,1.349524658,1.246287844,0.157215933,0.787468373,0.754502166,Q9UN37/Q92878/Q9NXR7/Q13564/Q9BQ15/O75367/Q96BK5/Q9NYP3/Q9HAW4/P49959,10
BP,GO:0007059,chromosome segregation,46/748,99/1817,0.464646465,1.128693351,1.101240042,0.15947631,0.787468373,0.754502166,Q9UN37/Q03188/P21333/P46379/Q00839/O95347/O95229/Q9NTJ3/O43684/P12270/Q9Y6G9/Q15691/Q8WVK7/Q14204/Q8N3U4/Q02224/Q9BSJ2/Q9BXS6/Q9UQE7/Q9P287/O00571/P07437/Q96BK5/Q15021/Q14974/Q9H6D7/P62826/Q96SN8/Q9NRG9/Q9H4B7/P46013/Q8ND56/Q9Y266/P36873/Q9Y6A5/Q96JM3/Q9Y6D9/Q9Y295/P14635/Q13123/Q15003/P49959/P30153/P78317/Q16531/P11388,46
BP,GO:0032101,regulation of response to external stimulus,46/748,99/1817,0.464646465,1.128693351,1.101240042,0.15947631,0.787468373,0.754502166,Q08211/O00410/P98170/Q15233/P21333/P10809/P12956/P09874/P43243/Q13158/P11142/P13010/P14174/P61086/Q99497/Q9H4A3/P60900/P23246/Q15366/Q04206/P36507/Q96PK6/P00441/O00571/Q9BY67/P25786/Q96EY1/Q9UKG1/Q96EP0/Q14166/P62258/O75844/P32119/Q9NX58/Q6Y7W6/P07900/Q8ND56/Q9BR76/P51114/P09211/Q9H3N1/P39019/O75531/Q96F44/Q15046/O15294,46
BP,GO:0030154,cell differentiation,178/748,410/1817,0.434146341,1.054604148,1.050728181,0.160105469,0.787468373,0.754502166,Q15154/Q08211/P50402/Q7Z5L9/Q86VP6/Q9Y5K6/Q92841/Q96PU8/P50454/P08670/Q674X7/P21333/P46379/P12956/Q00839/P62805/P49327/P08238/P06576/Q13045/Q5JSZ5/Q9BRX2/P09874/P37802/O43175/P38646/Q14444/Q13158/Q9NZI8/P61201/P56537/Q15904/P55209/P13010/P09960/P04040/O14745/P27816/Q92688/Q9NS18/Q96T58/O15116/P18206/O43524/P61247/O75369/Q15758/P42771/Q16836/Q9Y520/Q07955/Q9H4A3/Q00610/Q86V81/Q13263/P04179/Q6PD62/Q9HAF1/Q13620/Q13895/P35579/O95373/Q7Z570/Q6NXT1/Q9BSJ2/Q9ULF5/P13639/O95758/P21796/Q15149/Q9BXP5/P51659/Q9UJU6/Q15043/P16152/P00492/Q9Y277/Q9UKV3/Q04206/P11413/A5YKK6/Q96HC4/O43809/P36507/O76021/P00558/Q9P287/Q06546/Q8IV08/P00441/Q9UI08/Q8IWI9/O00571/Q8N7H5/Q4VCS5/P07437/P41252/Q16643/Q15019/O75367/Q9BY67/P17844/Q9HBH5/O43432/Q9H7S9/Q96EY1/Q5T5Y3/P26599/O95573/P62937/P38159/Q99873/Q6QNY1/Q9Y6M7/Q9NVM4/Q13428/P62258/Q8N8S7/Q9Y3F4/Q99426/O75844/O75643/Q96F45/Q13247/P32119/P36405/A0AVT1/P62826/Q96SN8/P35221/Q9NX58/Q13310/P29966/P09622/Q9H4B7/Q9GZS3/O75164/Q15418/Q6Y7W6/P07900/P12004/P09936/P46940/Q02252/P36873/Q9UQ80/O95394/P07602/P51114/Q13740/Q92542/Q9UN36/Q04637/Q02790/O14617/Q07820/P39019/P11047/P18847/Q9UDY2/Q9NR30/P09972/Q14247/O75083/Q04760/Q96F44/O15294/Q7KZ85/P22492/O43707/P30153/P02786/P62081/Q92794/P22087/Q16531/P11388/Q9GZZ9,178
BP,GO:0043484,regulation of RNA splicing,32/748,67/1817,0.47761194,1.160188363,1.117298482,0.160769417,0.787468373,0.754502166,Q15393/Q92841/Q96PU8/O75525/Q00839/Q16629/P30041/P35637/Q01130/P11142/Q9NPA8/P22626/P31943/P61978/P31483/Q92900/Q07955/P98175/Q09666/Q9NTZ6/P26368/O95758/Q9UKV3/Q9HCG8/P17844/P84103/P26599/P38159/P52597/Q13247/Q9Y5S9/P98179,32
BP,GO:0022900,electron transport chain,20/748,40/1817,0.5,1.214572193,1.147571064,0.162125908,0.787468373,0.754502166,P31930/P07919/P38117/P20674/P15954/P99999/Q99497/P04179/P31040/Q9Y6M9/P28331/P40925/Q15149/Q14554/P40926/P09622/O95139/P22695/P14927/P14635,20
